Èas	SOKP	Gipps	Krauss	KraussOrig	Idm
1:51	1.0	1.0	1.0	1.0	1.0
1:52	1.0	1.0	1.0	1.0	1.0
1:53	1.0	1.0	1.0	1.0	1.0
1:54	3.0	3.0	3.0	3.0	3.0
1:55	1.0	1.0	1.0	1.0	1.0
1:56	1.0	1.0	1.0	1.0	1.0
1:57	2.0	2.0	2.0	2.0	2.0
1:58	1.0	1.0	1.0	1.0	1.0
1:59	0.0	0.0	0.0	0.0	0.0
2:00	2.0	2.0	2.0	2.0	2.0
2:01	4.0	4.0	4.0	4.0	4.0
2:02	0.0	0.0	0.0	0.0	0.0
2:03	2.0	2.0	2.0	2.0	2.0
2:04	1.0	1.0	1.0	1.0	1.0
2:05	0.0	0.0	0.0	0.0	0.0
2:06	3.0	3.0	3.0	3.0	3.0
2:07	2.0	2.0	2.0	2.0	2.0
2:08	0.0	0.0	0.0	0.0	0.0
2:09	3.0	3.0	3.0	3.0	3.0
2:10	2.0	2.0	2.0	2.0	2.0
2:11	1.0	1.0	1.0	1.0	1.0
2:12	0.0	0.0	0.0	0.0	0.0
2:13	0.0	0.0	0.0	0.0	0.0
2:14	3.0	3.0	3.0	3.0	3.0
2:15	1.0	1.0	1.0	1.0	1.0
2:16	2.0	2.0	2.0	2.0	2.0
2:17	2.0	2.0	2.0	2.0	2.0
2:18	2.0	2.0	2.0	2.0	2.0
2:19	2.0	2.0	2.0	2.0	2.0
2:20	3.0	3.0	3.0	3.0	3.0
2:21	2.0	2.0	2.0	2.0	2.0
2:22	0.0	0.0	0.0	0.0	0.0
2:23	0.0	0.0	0.0	0.0	0.0
2:24	2.0	2.0	2.0	2.0	2.0
2:25	2.0	2.0	2.0	2.0	2.0
2:26	2.0	2.0	2.0	2.0	2.0
2:27	2.0	2.0	2.0	2.0	2.0
2:28	1.0	1.0	1.0	1.0	1.0
2:29	1.0	1.0	1.0	1.0	1.0
2:30	3.0	3.0	3.0	3.0	3.0
2:31	2.0	2.0	2.0	2.0	2.0
2:32	0.0	0.0	0.0	0.0	0.0
2:33	1.0	1.0	1.0	1.0	1.0
2:34	1.0	1.0	1.0	1.0	1.0
2:35	1.0	1.0	1.0	1.0	1.0
2:36	3.0	3.0	3.0	3.0	3.0
2:37	6.0	6.0	6.0	6.0	6.0
2:38	0.0	0.0	0.0	0.0	0.0
2:39	2.0	2.0	2.0	2.0	2.0
2:40	0.0	0.0	0.0	0.0	0.0
2:41	1.0	1.0	1.0	1.0	1.0
2:42	1.0	1.0	1.0	1.0	1.0
2:43	1.0	1.0	1.0	1.0	1.0
2:44	1.0	1.0	1.0	1.0	1.0
2:45	3.0	3.0	3.0	3.0	3.0
2:46	1.0	1.0	1.0	1.0	1.0
2:47	1.0	1.0	1.0	1.0	1.0
2:48	1.0	1.0	1.0	1.0	1.0
2:49	1.0	1.0	1.0	1.0	1.0
2:50	0.0	0.0	0.0	0.0	0.0
2:51	1.0	1.0	1.0	1.0	1.0
2:52	2.0	2.0	2.0	2.0	2.0
2:53	3.0	3.0	3.0	3.0	3.0
2:54	2.0	2.0	2.0	2.0	2.0
2:55	1.0	1.0	1.0	1.0	1.0
2:56	1.0	1.0	1.0	1.0	1.0
2:57	0.0	0.0	0.0	0.0	0.0
2:58	1.0	1.0	1.0	1.0	1.0
2:59	1.0	1.0	1.0	1.0	1.0
3:00	0.0	0.0	0.0	0.0	0.0
3:01	0.0	0.0	0.0	0.0	0.0
3:02	1.0	1.0	1.0	1.0	1.0
3:03	0.0	0.0	0.0	0.0	0.0
3:04	3.0	3.0	3.0	3.0	3.0
3:05	0.0	0.0	0.0	0.0	0.0
3:06	1.0	1.0	1.0	1.0	1.0
3:07	1.0	1.0	1.0	1.0	1.0
3:08	0.0	0.0	0.0	0.0	0.0
3:09	0.0	0.0	0.0	0.0	0.0
3:10	0.0	0.0	0.0	0.0	0.0
3:11	2.0	2.0	2.0	2.0	2.0
3:12	1.0	1.0	1.0	1.0	1.0
3:13	1.0	1.0	1.0	1.0	1.0
3:14	2.0	2.0	2.0	2.0	2.0
3:15	0.0	0.0	0.0	0.0	0.0
3:16	3.0	3.0	3.0	3.0	3.0
3:17	0.0	0.0	0.0	0.0	0.0
3:18	0.0	0.0	0.0	0.0	0.0
3:19	0.0	0.0	0.0	0.0	0.0
3:20	1.0	1.0	1.0	1.0	1.0
3:21	0.0	0.0	0.0	0.0	0.0
3:22	1.0	1.0	1.0	1.0	1.0
3:23	2.0	2.0	2.0	2.0	2.0
3:24	1.0	1.0	1.0	1.0	1.0
3:25	0.0	0.0	0.0	0.0	0.0
3:26	0.0	0.0	0.0	0.0	0.0
3:27	0.0	0.0	0.0	0.0	0.0
3:28	0.0	0.0	0.0	0.0	0.0
3:29	0.0	0.0	0.0	0.0	0.0
3:30	0.0	0.0	0.0	0.0	0.0
3:31	1.0	1.0	1.0	1.0	1.0
3:32	0.0	0.0	0.0	0.0	0.0
3:33	0.0	0.0	0.0	0.0	0.0
3:34	2.0	2.0	2.0	2.0	2.0
3:35	0.0	0.0	0.0	0.0	0.0
3:36	2.0	2.0	2.0	2.0	2.0
3:37	0.0	0.0	0.0	0.0	0.0
3:38	0.0	0.0	0.0	0.0	0.0
3:39	0.0	0.0	0.0	0.0	0.0
3:40	3.0	3.0	3.0	3.0	3.0
3:41	0.0	0.0	0.0	0.0	0.0
3:42	0.0	0.0	0.0	0.0	0.0
3:43	1.0	1.0	1.0	1.0	1.0
3:44	0.0	0.0	0.0	0.0	0.0
3:45	3.0	3.0	3.0	3.0	3.0
3:46	1.0	1.0	1.0	1.0	1.0
3:47	0.0	0.0	0.0	0.0	0.0
3:48	0.0	0.0	0.0	0.0	0.0
3:49	0.0	0.0	0.0	0.0	0.0
3:50	2.0	2.0	2.0	2.0	2.0
3:51	0.0	0.0	0.0	0.0	0.0
3:52	2.0	2.0	2.0	2.0	2.0
3:53	0.0	0.0	0.0	0.0	0.0
3:54	1.0	1.0	1.0	1.0	1.0
3:55	3.0	3.0	3.0	3.0	3.0
3:56	1.0	1.0	1.0	1.0	1.0
3:57	1.0	1.0	1.0	1.0	1.0
3:58	1.0	1.0	1.0	1.0	1.0
3:59	1.0	1.0	1.0	1.0	1.0
4:00	1.0	1.0	1.0	1.0	1.0
4:01	0.0	0.0	0.0	0.0	0.0
4:02	0.0	0.0	0.0	0.0	0.0
4:03	0.0	0.0	0.0	0.0	0.0
4:04	0.0	0.0	0.0	0.0	0.0
4:05	0.0	0.0	0.0	0.0	0.0
4:06	0.0	0.0	0.0	0.0	0.0
4:07	0.0	0.0	0.0	0.0	0.0
4:08	0.0	0.0	0.0	0.0	0.0
4:09	0.0	0.0	0.0	0.0	0.0
4:10	0.0	0.0	0.0	0.0	0.0
4:11	0.0	0.0	0.0	0.0	0.0
4:12	2.0	2.0	2.0	2.0	2.0
4:13	0.0	0.0	0.0	0.0	0.0
4:14	1.0	1.0	1.0	1.0	1.0
4:15	2.0	2.0	2.0	2.0	2.0
4:16	0.0	0.0	0.0	0.0	0.0
4:17	0.0	0.0	0.0	0.0	0.0
4:18	1.0	1.0	1.0	1.0	1.0
4:19	0.0	0.0	0.0	0.0	0.0
4:20	0.0	0.0	0.0	0.0	0.0
4:21	2.0	2.0	2.0	2.0	2.0
4:22	0.0	0.0	0.0	0.0	0.0
4:23	1.0	1.0	1.0	1.0	1.0
4:24	0.0	0.0	0.0	0.0	0.0
4:25	0.0	0.0	0.0	0.0	0.0
4:26	2.0	2.0	2.0	2.0	2.0
4:27	0.0	0.0	0.0	0.0	0.0
4:28	0.0	0.0	0.0	0.0	0.0
4:29	4.0	4.0	4.0	4.0	4.0
4:30	1.0	1.0	1.0	1.0	1.0
4:31	0.0	0.0	0.0	0.0	0.0
4:32	0.0	0.0	0.0	0.0	0.0
4:33	0.0	0.0	0.0	0.0	0.0
4:34	0.0	0.0	0.0	0.0	0.0
4:35	1.0	1.0	1.0	1.0	1.0
4:36	1.0	1.0	1.0	1.0	1.0
4:37	0.0	0.0	0.0	0.0	0.0
4:38	2.0	2.0	2.0	2.0	2.0
4:39	1.0	1.0	1.0	1.0	1.0
4:40	1.0	1.0	1.0	1.0	1.0
4:41	0.0	0.0	0.0	0.0	0.0
4:42	2.0	2.0	2.0	2.0	2.0
4:43	1.0	1.0	1.0	1.0	1.0
4:44	1.0	1.0	1.0	1.0	1.0
4:45	1.0	1.0	1.0	1.0	1.0
4:46	2.0	2.0	2.0	2.0	2.0
4:47	0.0	0.0	0.0	0.0	0.0
4:48	2.0	2.0	2.0	2.0	2.0
4:49	1.0	1.0	1.0	1.0	1.0
4:50	2.0	2.0	2.0	2.0	2.0
4:51	3.0	3.0	3.0	3.0	3.0
4:52	4.0	4.0	4.0	4.0	4.0
4:53	3.0	3.0	3.0	3.0	3.0
4:54	0.0	0.0	0.0	0.0	0.0
4:55	1.0	1.0	1.0	1.0	1.0
4:56	0.0	0.0	0.0	0.0	0.0
4:57	1.0	1.0	1.0	1.0	1.0
4:58	3.0	3.0	3.0	3.0	3.0
4:59	1.0	1.0	1.0	1.0	1.0
5:00	3.0	3.0	3.0	3.0	3.0
5:01	1.0	1.0	1.0	1.0	1.0
5:02	3.0	3.0	3.0	3.0	3.0
5:03	2.0	2.0	2.0	2.0	2.0
5:04	3.0	3.0	3.0	3.0	3.0
5:05	2.0	2.0	2.0	2.0	2.0
5:06	1.0	1.0	1.0	1.0	1.0
5:07	3.0	3.0	3.0	3.0	3.0
5:08	0.0	0.0	0.0	0.0	0.0
5:09	1.0	1.0	1.0	1.0	1.0
5:10	1.0	1.0	1.0	1.0	1.0
5:11	2.0	2.0	2.0	2.0	2.0
5:12	1.0	1.0	1.0	1.0	1.0
5:13	2.0	2.0	2.0	2.0	2.0
5:14	2.0	2.0	2.0	2.0	2.0
5:15	2.0	2.0	2.0	2.0	2.0
5:16	2.0	2.0	2.0	2.0	2.0
5:17	2.0	2.0	2.0	2.0	2.0
5:18	2.0	2.0	2.0	2.0	2.0
5:19	0.0	0.0	0.0	0.0	0.0
5:20	0.0	0.0	0.0	0.0	0.0
5:21	0.0	0.0	0.0	0.0	0.0
5:22	4.0	4.0	4.0	4.0	4.0
5:23	1.0	1.0	1.0	1.0	1.0
5:24	2.0	2.0	2.0	2.0	2.0
5:25	2.0	2.0	2.0	2.0	2.0
5:26	2.0	2.0	2.0	2.0	2.0
5:27	1.0	1.0	1.0	1.0	1.0
5:28	3.0	3.0	3.0	3.0	3.0
5:29	3.0	3.0	3.0	3.0	3.0
5:30	4.0	4.0	4.0	4.0	4.0
5:31	2.0	2.0	2.0	2.0	2.0
5:32	1.0	1.0	1.0	1.0	1.0
5:33	3.0	3.0	3.0	3.0	3.0
5:34	2.0	2.0	2.0	2.0	2.0
5:35	2.0	2.0	2.0	2.0	2.0
5:36	5.0	5.0	5.0	5.0	5.0
5:37	4.0	4.0	4.0	4.0	4.0
5:38	0.0	0.0	0.0	0.0	0.0
5:39	0.0	0.0	0.0	0.0	0.0
5:40	1.0	1.0	1.0	1.0	1.0
5:41	1.0	1.0	1.0	1.0	1.0
5:42	4.0	4.0	4.0	4.0	4.0
5:43	1.0	1.0	1.0	1.0	1.0
5:44	0.0	0.0	0.0	0.0	0.0
5:45	1.0	1.0	1.0	1.0	1.0
5:46	1.0	1.0	1.0	1.0	1.0
5:47	6.0	6.0	2.0	2.0	6.0
5:48	1.0	1.0	5.0	5.0	1.0
5:49	1.0	1.0	1.0	1.0	1.0
5:50	1.0	1.0	1.0	1.0	1.0
5:51	4.0	4.0	4.0	4.0	4.0
5:52	2.0	2.0	2.0	2.0	2.0
5:53	2.0	2.0	2.0	2.0	2.0
5:54	3.0	3.0	3.0	3.0	3.0
5:55	2.0	2.0	2.0	2.0	2.0
5:56	0.0	0.0	0.0	0.0	0.0
5:57	3.0	3.0	3.0	3.0	3.0
5:58	0.0	0.0	0.0	0.0	0.0
5:59	4.0	4.0	4.0	4.0	4.0
6:00	2.0	2.0	2.0	2.0	2.0
6:01	2.0	2.0	2.0	2.0	2.0
6:02	4.0	4.0	4.0	4.0	4.0
6:03	2.0	2.0	2.0	2.0	2.0
6:04	3.0	3.0	3.0	3.0	3.0
6:05	2.0	2.0	2.0	2.0	2.0
6:06	1.0	1.0	1.0	1.0	1.0
6:07	1.0	1.0	1.0	1.0	1.0
6:08	1.0	1.0	1.0	1.0	1.0
6:09	2.0	2.0	2.0	2.0	2.0
6:10	2.0	2.0	2.0	2.0	2.0
6:11	3.0	3.0	3.0	3.0	3.0
6:12	5.0	5.0	5.0	5.0	5.0
6:13	1.0	1.0	1.0	1.0	1.0
6:14	3.0	3.0	3.0	3.0	3.0
6:15	6.0	6.0	5.0	5.0	6.0
6:16	2.0	2.0	3.0	3.0	2.0
6:17	5.0	5.0	5.0	5.0	5.0
6:18	1.0	1.0	1.0	1.0	1.0
6:19	3.0	3.0	3.0	3.0	3.0
6:20	3.0	3.0	3.0	3.0	3.0
6:21	3.0	3.0	3.0	3.0	3.0
6:22	2.0	2.0	2.0	2.0	2.0
6:23	5.0	5.0	5.0	5.0	5.0
6:24	2.0	2.0	2.0	2.0	2.0
6:25	4.0	4.0	4.0	4.0	4.0
6:26	2.0	2.0	2.0	2.0	2.0
6:27	5.0	5.0	5.0	5.0	5.0
6:28	1.0	1.0	1.0	1.0	1.0
6:29	2.0	2.0	2.0	2.0	2.0
6:30	5.0	5.0	5.0	5.0	5.0
6:31	2.0	2.0	2.0	2.0	2.0
6:32	4.0	4.0	4.0	4.0	4.0
6:33	1.0	1.0	1.0	1.0	1.0
6:34	3.0	3.0	3.0	3.0	3.0
6:35	1.0	1.0	1.0	1.0	1.0
6:36	4.0	4.0	4.0	4.0	4.0
6:37	3.0	3.0	3.0	3.0	3.0
6:38	2.0	2.0	2.0	2.0	2.0
6:39	4.0	4.0	4.0	4.0	4.0
6:40	5.0	5.0	5.0	5.0	5.0
6:41	3.0	3.0	3.0	3.0	3.0
6:42	3.0	3.0	3.0	3.0	3.0
6:43	8.0	8.0	8.0	8.0	8.0
6:44	4.0	4.0	4.0	4.0	4.0
6:45	3.0	3.0	3.0	3.0	3.0
6:46	6.0	6.0	6.0	6.0	6.0
6:47	6.0	6.0	6.0	6.0	6.0
6:48	4.0	4.0	4.0	4.0	4.0
6:49	6.0	6.0	6.0	6.0	6.0
6:50	2.0	2.0	2.0	2.0	2.0
6:51	3.0	3.0	3.0	3.0	3.0
6:52	6.0	6.0	6.0	6.0	6.0
6:53	3.0	3.0	3.0	3.0	3.0
6:54	2.0	2.0	2.0	2.0	2.0
6:55	2.0	2.0	2.0	2.0	2.0
6:56	4.0	4.0	4.0	4.0	4.0
6:57	1.0	1.0	1.0	1.0	1.0
6:58	0.0	0.0	0.0	0.0	0.0
6:59	3.0	3.0	3.0	3.0	3.0
7:00	5.0	5.0	5.0	5.0	5.0
7:01	2.0	2.0	2.0	2.0	2.0
7:02	5.0	5.0	5.0	5.0	5.0
7:03	2.0	2.0	2.0	2.0	2.0
7:04	6.0	6.0	6.0	6.0	6.0
7:05	2.0	2.0	2.0	2.0	2.0
7:06	5.0	5.0	5.0	5.0	5.0
7:07	2.0	2.0	2.0	2.0	2.0
7:08	9.0	7.0	9.0	9.0	7.0
7:09	4.0	6.0	4.0	4.0	6.0
7:10	12.0	7.0	12.0	12.0	8.0
7:11	3.0	8.0	3.0	3.0	7.0
7:12	6.0	6.0	6.0	6.0	6.0
7:13	2.0	2.0	2.0	2.0	2.0
7:14	3.0	3.0	3.0	3.0	3.0
7:15	4.0	4.0	4.0	4.0	4.0
7:16	7.0	7.0	6.0	6.0	7.0
7:17	4.0	4.0	5.0	5.0	4.0
7:18	5.0	5.0	5.0	5.0	5.0
7:19	2.0	2.0	2.0	2.0	2.0
7:20	8.0	8.0	8.0	8.0	8.0
7:21	2.0	2.0	2.0	2.0	2.0
7:22	5.0	5.0	5.0	5.0	5.0
7:23	5.0	5.0	5.0	5.0	5.0
7:24	3.0	3.0	3.0	3.0	3.0
7:25	6.0	6.0	6.0	6.0	6.0
7:26	5.0	5.0	5.0	5.0	5.0
7:27	11.0	4.0	8.0	8.0	11.0
7:28	3.0	8.0	6.0	6.0	3.0
7:29	3.0	5.0	3.0	3.0	3.0
7:30	9.0	9.0	9.0	9.0	9.0
7:31	7.0	7.0	7.0	7.0	7.0
7:32	8.0	8.0	8.0	8.0	8.0
7:33	4.0	4.0	4.0	4.0	4.0
7:34	10.0	10.0	10.0	10.0	10.0
7:35	5.0	5.0	5.0	5.0	5.0
7:36	5.0	5.0	5.0	5.0	5.0
7:37	5.0	5.0	5.0	5.0	5.0
7:38	9.0	9.0	9.0	9.0	9.0
7:39	7.0	7.0	7.0	7.0	7.0
7:40	2.0	2.0	2.0	2.0	2.0
7:41	5.0	5.0	5.0	5.0	5.0
7:42	8.0	8.0	8.0	8.0	8.0
7:43	9.0	7.0	9.0	9.0	8.0
7:44	6.0	8.0	6.0	6.0	5.0
7:45	5.0	5.0	5.0	5.0	7.0
7:46	5.0	5.0	5.0	5.0	5.0
7:47	11.0	10.0	10.0	10.0	7.0
7:48	2.0	3.0	3.0	3.0	6.0
7:49	3.0	3.0	3.0	3.0	3.0
7:50	9.0	9.0	9.0	9.0	9.0
7:51	4.0	4.0	4.0	4.0	4.0
7:52	7.0	7.0	7.0	7.0	7.0
7:53	4.0	4.0	4.0	4.0	4.0
7:54	5.0	5.0	5.0	5.0	5.0
7:55	9.0	7.0	7.0	7.0	6.0
7:56	7.0	9.0	9.0	9.0	8.0
7:57	11.0	6.0	4.0	4.0	10.0
7:58	7.0	12.0	14.0	14.0	10.0
7:59	6.0	6.0	6.0	6.0	6.0
8:00	8.0	8.0	8.0	8.0	8.0
8:01	9.0	9.0	9.0	9.0	9.0
8:02	6.0	6.0	6.0	6.0	6.0
8:03	5.0	5.0	5.0	5.0	5.0
8:04	5.0	5.0	5.0	5.0	5.0
8:05	10.0	10.0	5.0	5.0	9.0
8:06	6.0	6.0	11.0	11.0	7.0
8:07	9.0	9.0	9.0	9.0	9.0
8:08	11.0	6.0	4.0	4.0	5.0
8:09	5.0	10.0	7.0	7.0	8.0
8:10	9.0	9.0	13.0	13.0	11.0
8:11	3.0	3.0	4.0	4.0	4.0
8:12	4.0	4.0	4.0	4.0	4.0
8:13	10.0	10.0	5.0	5.0	10.0
8:14	9.0	8.0	13.0	13.0	9.0
8:15	6.0	7.0	7.0	7.0	6.0
8:16	17.0	8.0	6.0	6.0	5.0
8:17	9.0	13.0	12.0	12.0	14.0
8:18	10.0	15.0	18.0	18.0	14.0
8:19	5.0	5.0	5.0	5.0	8.0
8:20	10.0	9.0	3.0	3.0	10.0
8:21	8.0	9.0	15.0	15.0	8.0
8:22	10.0	10.0	7.0	7.0	10.0
8:23	5.0	5.0	8.0	8.0	5.0
8:24	7.0	6.0	7.0	7.0	7.0
8:25	9.0	9.0	9.0	9.0	9.0
8:26	3.0	4.0	3.0	3.0	3.0
8:27	8.0	3.0	8.0	8.0	8.0
8:28	10.0	13.0	10.0	10.0	6.0
8:29	8.0	10.0	8.0	8.0	10.0
8:30	4.0	4.0	4.0	4.0	6.0
8:31	8.0	8.0	8.0	8.0	8.0
8:32	9.0	7.0	4.0	4.0	7.0
8:33	9.0	11.0	14.0	14.0	11.0
8:34	10.0	10.0	10.0	10.0	9.0
8:35	13.0	9.0	11.0	11.0	13.0
8:36	11.0	14.0	13.0	13.0	6.0
8:37	12.0	10.0	4.0	4.0	18.0
8:38	9.0	5.0	14.0	14.0	9.0
8:39	9.0	15.0	12.0	12.0	7.0
8:40	13.0	13.0	10.0	10.0	9.0
8:41	12.0	10.0	7.0	7.0	12.0
8:42	9.0	12.0	11.0	11.0	11.0
8:43	11.0	11.0	14.0	14.0	15.0
8:44	11.0	11.0	14.0	14.0	9.0
8:45	3.0	3.0	3.0	3.0	5.0
8:46	11.0	9.0	9.0	9.0	9.0
8:47	13.0	9.0	7.0	7.0	7.0
8:48	10.0	9.0	14.0	14.0	13.0
8:49	8.0	15.0	11.0	11.0	13.0
8:50	11.0	8.0	8.0	8.0	7.0
8:51	13.0	16.0	11.0	11.0	16.0
8:52	9.0	9.0	11.0	11.0	9.0
8:53	17.0	8.0	9.0	9.0	7.0
8:54	5.0	10.0	9.0	9.0	12.0
8:55	12.0	13.0	13.0	13.0	13.0
8:56	18.0	13.0	17.0	17.0	10.0
8:57	11.0	12.0	15.0	15.0	12.0
8:58	9.0	14.0	13.0	13.0	18.0
8:59	18.0	9.0	8.0	8.0	7.0
9:00	14.0	16.0	12.0	12.0	7.0
9:01	6.0	15.0	17.0	17.0	10.0
9:02	8.0	8.0	5.0	5.0	17.0
9:03	12.0	8.0	10.0	10.0	13.0
9:04	14.0	11.0	11.0	11.0	16.0
9:05	8.0	13.0	17.0	17.0	11.0
9:06	15.0	12.0	7.0	7.0	7.0
9:07	11.0	14.0	13.0	13.0	16.0
9:08	10.0	11.0	16.0	16.0	13.0
9:09	18.0	9.0	9.0	9.0	8.0
9:10	14.0	14.0	11.0	11.0	15.0
9:11	11.0	13.0	18.0	18.0	12.0
9:12	16.0	17.0	11.0	11.0	14.0
9:13	15.0	13.0	13.0	13.0	13.0
9:14	10.0	15.0	21.0	21.0	20.0
9:15	12.0	13.0	9.0	9.0	9.0
9:16	12.0	14.0	15.0	15.0	15.0
9:17	11.0	9.0	9.0	9.0	7.0
9:18	10.0	13.0	12.0	12.0	15.0
9:19	14.0	12.0	10.0	10.0	5.0
9:20	4.0	6.0	9.0	9.0	9.0
9:21	15.0	5.0	7.0	7.0	15.0
9:22	12.0	18.0	13.0	13.0	13.0
9:23	15.0	9.0	14.0	14.0	13.0
9:24	19.0	14.0	14.0	14.0	14.0
9:25	15.0	21.0	19.0	19.0	11.0
9:26	12.0	16.0	15.0	15.0	13.0
9:27	16.0	12.0	14.0	14.0	19.0
9:28	22.0	14.0	14.0	14.0	10.0
9:29	14.0	20.0	16.0	16.0	21.0
9:30	12.0	17.0	13.0	13.0	18.0
9:31	13.0	10.0	17.0	17.0	15.0
9:32	13.0	19.0	18.0	18.0	21.0
9:33	26.0	10.0	9.0	9.0	11.0
9:34	15.0	14.0	14.0	14.0	9.0
9:35	17.0	14.0	19.0	19.0	12.0
9:36	24.0	13.0	19.0	19.0	24.0
9:37	13.0	22.0	17.0	17.0	22.0
9:38	13.0	18.0	18.0	18.0	17.0
9:39	15.0	19.0	16.0	16.0	23.0
